,target,output,question
951,Jeff,"Answer: The Lord.

Question: Who received the milk?

Answer:",Who received the milk? 
952,Fred,"Answer: The first one that came in.

Question: Who did the first one",Who did Jeff give the milk to? 
953,Jeff,"Answer: The man who was in charge of the boat.

""The boatmen",Who did Fred give the milk to? 
954,milk,"Answer: ""A good deal of money, and a good deal of good will.""",What did Jeff give to Fred? 
955,milk,"Answer: A crown of gold, a crown of gold, a crown of gold.",What did Mary give to Bill? 
956,Mary,"Answer: The Bishop.

Question: What did he give you for it?",Who did Bill give the milk to? 
957,Bill,"Answer: The Pope.

Question: Who gave the milk to Mary?",Who gave the milk to Mary? 
958,Mary,"Answer: Lester.

Lester: I don't know.

L",Who gave the football? 
959,Mary,"Answer: Lester.

Question: Who received the football?

Answer:",Who received the football? 
960,apple,"Answer: ""A good deal of money.""

[Illustration: THE ROCKY",What did Fred give to Jeff? 
961,Jeff,"Answer: The President.

""What is the meaning of this?"" she asked,",Who did Fred give the apple to? 
962,Fred,"Answer: The apple was given to Jeff.

Question: Who gave the apple to",Who gave the apple to Jeff? 
963,Fred,"Answer: The apple was given to Adam, and the tree was given to Eve.",Who gave the apple? 
964,Fred,"Answer: The man who had the apple.

[Illustration: ""THE MAN WHO",Who gave the apple? 
965,Fred,"Answer: The armourer.

Question: What was the apple?",Who received the apple? 
966,Mary,"Answer: The man who was the first to enter the lists.




THE END.",Who gave the apple to Fred? 
967,Fred,"Answer: The young ladies.

Question: Who gave the apple to the young ladies",Who did Mary give the apple to? 
968,apple,"Answer: She gave him a purse of money, and a ring, and a purse of",What did Mary give to Fred? 
969,Fred,"Answer: The King.

[Illustration: THE QUEEN'S PRINCESS",Who gave the apple? 
970,Bill,"Answer: Mr. Rhodes.

Question: Who was the first to make the discovery",Who received the milk? 
971,Bill,"""I'll just have a look at the little rascals,"" he repeated, and",Who gave the milk? 
972,Bill,"Answer: The milk is the colour of the light.

[Illustration]",Who gave the milk to Mary? 
973,Mary,"Answer: The King.

Question: Who gave the milk to the King?",Who gave the milk to Jeff? 
974,Fred,"Answer: The O'Shaughnessys.

Question: Who was the first",Who gave the football? 
975,football,"Answer: “A good many things,” was the reply. “He’d have to",What did Jeff give to Bill? 
976,football,"<context>

""I'll go and see,"" said Croyden. """,What did Jeff give to Bill? 
977,Jeff,"Answer: The milk was given to the children.

Question: Who gave the milk",Who did Mary give the milk to? 
978,milk,"Answer: A large quantity of powder.

Question: What did she give to the",What did Mary give to Jeff? 
979,Mary,"Answer: The bard of the bards.

    Question: Who was the b",Who received the football? 
980,milk,"_Answer._”

The answer is that the King had no power to give any",What did Fred give to Mary? 
981,Fred,"Answer: I.

""I have been in the city for a week, and",Who gave the milk? 
982,Fred,"Answer: The King.

[Illustration: The King]

[Illustration:",Who gave the milk to Mary? 
983,Fred,"Answer: The man who received it. Why is a man's hair like a
bunch of",Who received the milk? 
984,Fred,"[Footnote: The answer is given in the text. The question is not
answered.",Who gave the milk? 
985,Jeff,"Answer: The Vijgantje, the Vijgantje, the V",Who received the milk? 
986,Fred,"Answer: The landlord.

Question: Who gave the milk?

Answer:",Who gave the milk? 
987,Fred,"""Answer: I.

""I am a man of honour, and I will",Who gave the milk to Jeff? 
988,Fred,"Answer: The milkman.

Question: Who gave the milk?

Answer",Who gave the milk? 
989,Bill,"""The question is a very simple one, and I answer it in the affirmative.",Who received the milk? 
990,apple,"[Illustration: ""He had a great deal of money, and he had a great deal",What did Bill give to Fred? 
991,Fred,"Answer: Mr. Lockwood.

Question: Who gave the apple to Mr.",Who did Bill give the apple to? 
992,Bill,"Answer: The first person who was in the habit of giving the apple to the
people",Who gave the apple? 
993,football,"Answer: A large sum of money.

[Illustration: THE MILLION LO",What did Jeff give to Mary? 
994,Jeff,"Answer: The <DW52> man.

""Well, I don't know",Who gave the football to Mary? 
995,Bill,"Answer: The King of the Fairies.




[Illustration: The King of the",Who received the football? 
996,Fred,"I was about to reply, when a voice, which I had not heard before, but",Who gave the football? 
997,football,"Answer: ""A little money, and a promise to come and see me. I will",What did Mary give to Bill? 
998,football,"Answer: ""A glass of water.""

[Illustration: ""A glass of water",What did Mary give to Bill? 
